entity_id,fy_label,field,column,rule,value_before,value_after,note
E07,FY2025,capex,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,cash_and_equivalents,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,fx_forward_notional,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AFS document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,committed_facilities_total,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AFS document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,undrawn_facilities,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AFS document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,lenders_named,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AFS document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,employees,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AFS document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,avg_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AFS document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E07,FY2025,closing_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AFS document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,revenue_total,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,revenue_south_africa,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,revenue_foreign,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,cost_of_sales,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,inventory,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,trade_receivables,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,trade_payables,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,gross_debt,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,debt_current,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,debt_noncurrent,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,debt_maturity_note_page,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,finance_costs,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,capex,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,cash_and_equivalents,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,fx_forward_notional,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,committed_facilities_total,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,undrawn_facilities,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,lenders_named,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,employees,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,avg_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E08,FY2025,closing_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (direct PDF extractio | 2026-08-13 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,revenue_total,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,revenue_south_africa,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,revenue_foreign,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (cross-checked agains | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,cost_of_sales,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,inventory,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (cross-checked agains | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,trade_receivables,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,trade_payables,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,gross_debt,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (cross-checked agains | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,debt_current,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,debt_noncurrent,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,debt_maturity_note_page,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (Integrated Report 20 | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,finance_costs,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (cross-checked agains | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,capex,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (cross-checked agains | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,cash_and_equivalents,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (cross-checked agains | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,fx_forward_notional,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (Integrated Report 20 | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,committed_facilities_total,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (Integrated Report 20 | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,undrawn_facilities,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (Integrated Report 20 | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,lenders_named,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (Integrated Report 20 | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,employees,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (cross-checked agains | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,avg_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (Integrated Report 20 | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E09,FY2025,closing_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (Integrated Report 20 | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,revenue_total,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,revenue_south_africa,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | nan,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,revenue_foreign,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | nan,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,cost_of_sales,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,inventory,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,trade_receivables,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,trade_payables,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,gross_debt,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,debt_current,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,debt_noncurrent,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,debt_maturity_note_page,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | nan,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,finance_costs,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,capex,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,cash_and_equivalents,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (web search/fetch) | 2026-12-08 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,fx_forward_notional,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | nan,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,committed_facilities_total,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | nan,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,undrawn_facilities,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AIR document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,lenders_named,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AIR document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,employees,source_doc/url/page,FIX_SOURCE_COL_SHIFT,True | Claude (full AIR document re | 2026-08-14 00:00:00,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,avg_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | nan,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E10,FY2025,closing_zar_rate,source_doc/url/page,FIX_SOURCE_COL_SHIFT,False | nan | nan,,Source columns held verified/extracted_by/verified_date content. Cleared. Page-level references for these rows survive in extraction_note.
E01,FY2025,debt_maturity_note_page,unit,FIX_UNIT_LEAKAGE,Page of the maturity profile table - drives DCM wallet,(derived from field),unit cell contained definition/annotation text
E01,FY2025,lenders_named,unit,FIX_UNIT_LEAKAGE,Any banks named in the facilities note - compare to memo evi,(derived from field),unit cell contained definition/annotation text
E06,FY2025,revenue_total,value,RESTORE_PRECISION,"1,16E+11",1.1633e+11,"AFS salient features: Revenue R116,330m"
E06,FY2025,revenue_foreign,value,RESTORE_PRECISION,"1,06E+11",1.05627e+11,"Note 1 derivation: R116,398m less R10,771m = R105,627m"
E06,FY2025,employees,value,STRIP_INLINE_CAVEAT,28616 (not from afs),28616,Value carried an inline provenance caveat; moved to source_reliability=NON_AFS. Not acceptable for a bank-facing figure until an AFS source is attached.
E08,FY2025,employees,unit,FIX_UNIT_LEAKAGE,"headcount (excluding advisors, unaudited)",(derived from field),unit cell contained definition/annotation text
E08,FY2025,avg_zar_rate,value,PARSE_NUMERIC,"17,85",17.85,EU decimal comma parsed
E08,FY2025,closing_zar_rate,value,PARSE_NUMERIC,"16,57",16.57,EU decimal comma parsed
E09,FY2025,revenue_total,value,RESTORE_PRECISION,"2,57E+11",2.56682e+11,"Statement of comprehensive income: Revenue R256,682m"
E09,FY2025,revenue_south_africa,value,RESTORE_PRECISION,"2,36E+11",2.36114e+11,"Derivation in note: R256,682m less R20,568m = R236,114m"
E09,FY2025,cost_of_sales,value,RESTORE_PRECISION,"1,91E+11",1.91259e+11,"Statement of comprehensive income: Cost of sales R191,259m"
E10,FY2025,debt_maturity_note_page,unit,FIX_UNIT_LEAKAGE,,(derived from field),unit cell contained definition/annotation text
E10,FY2025,avg_zar_rate,unit,FIX_UNIT_LEAKAGE,,(derived from field),unit cell contained definition/annotation text
E10,FY2025,closing_zar_rate,unit,FIX_UNIT_LEAKAGE,,(derived from field),unit cell contained definition/annotation text
E16,FY2025,capex,source_url,SOURCE_URL_UNSUPPORTED,https://finance.yahoo.com/markets/stocks/articles/mtn-group-ltd-mtnof-,,source_doc names a results document but the URL points to a third-party aggregator; the citation does not support the figure. Replace with the primary document URL.
E17,FY2026,revenue_total,source_url,SOURCE_URL_UNSUPPORTED,https://www.marketscreener.com/news/vodacom-group-limited-reports-earn,,source_doc names a results document but the URL points to a third-party aggregator; the citation does not support the figure. Replace with the primary document URL.
E18,FY2025,employees,source_url,NON_AFS_SOURCE,https://www.tipranks.com/stocks/bdvsf/revenue,,"Third-party aggregator, not an annual financial statement. Not citable in a bank-facing deliverable."
E19,FY2025,revenue_total,source_url,SOURCE_URL_UNSUPPORTED,https://stockanalysis.com/quote/jse/APN/revenue/,,source_doc names a results document but the URL points to a third-party aggregator; the citation does not support the figure. Replace with the primary document URL.
E06,FY2025,avg_zar_rate,value,SPLIT_MULTI_CURRENCY,USD: R17.8034; GBP: R23.5103; ZWG (Zimbabwe gold dollar): R0,USD=17.8034; GBP=23.5103; ZWG=0.6696,Single cell held rates for several currencies
E06,FY2025,closing_zar_rate,value,SPLIT_MULTI_CURRENCY,USD: R16.6030; GBP: R22.3028; ZWG (Zimbabwe gold dollar): R0,USD=16.6030; GBP=22.3028; ZWG=0.6391,Single cell held rates for several currencies
E07,FY2025,avg_zar_rate,value,RATE_NOT_PARSED,"Not disclosed as a single average-rate table, average ZAR/AUD rate was 4.2% stro",,"Cell contains figures but no 'CCY: Rnn' rate; not auto-parsed (may be a percentage, a date or a prior-year comparative)"
E07,FY2025,closing_zar_rate,value,SPLIT_MULTI_CURRENCY,AUD: R11.68 per AUD (30 June 2025; 2024: R12.13); USD: R17.7,AUD=11.68; USD=17.75,Single cell held rates for several currencies
